id,category,query,answer,expected_answer,faithfulness,faithfulness_notes,relevance,relevance_notes,context_recall,context_recall_notes,completeness,completeness_notes,config_label
q01,SLA,SLA xử lý ticket P1 là bao lâu?,SLA xử lý ticket P1 là 4 giờ để khắc phục và 15 phút để phản hồi ban đầu [1].,Ticket P1 có SLA phản hồi ban đầu 15 phút và thời gian xử lý (resolution) là 4 giờ.,5,The answer accurately reflects the SLA details for ticket P1 as provided in the retrieved context.,5,The answer directly and completely addresses the question by providing the specific SLA times for P1 tickets.,5,Retrieved: 1/1 expected sources,5,The model answer includes both key points from the expected answer: the initial response time of 15 minutes and the resolution time of 4 hours.,variant1_hybrid
q02,Refund,Khách hàng có thể yêu cầu hoàn tiền trong bao nhiêu ngày?,Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng [1].,Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,5,The answer accurately reflects the condition that customers can request a refund within 7 working days from the order confirmation.,5,The answer directly and completely addresses the question by specifying the time frame for requesting a refund.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer.,variant1_hybrid
q03,Access Control,Ai phải phê duyệt để cấp quyền Level 3?,"Để cấp quyền Level 3, cần phê duyệt của Line Manager, IT Admin và IT Security [2].","Level 3 (Elevated Access) cần phê duyệt từ Line Manager, IT Admin, và IT Security.",5,The answer accurately reflects the requirements for Level 3 access approval as stated in the retrieved context.,5,The answer directly and completely addresses the question by specifying who needs to approve the granting of Level 3 access.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer.,variant1_hybrid
q04,Refund,Sản phẩm kỹ thuật số có được hoàn tiền không?,"Sản phẩm kỹ thuật số không được hoàn tiền, trừ khi có lỗi do nhà sản xuất và đáp ứng các điều kiện khác [1].","Không. Theo chính sách hoàn tiền, sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription) là ngoại lệ không được hoàn tiền.",4,"The answer accurately states that digital products are not refundable unless there is a manufacturer defect, but it does not mention the specific conditions for requesting a refund.",5,"The answer directly addresses the question by stating that digital products are generally non-refundable, with exceptions for manufacturer errors.",5,Retrieved: 1/1 expected sources,3,"The model answer mentions that digital products are generally non-refundable but introduces an exception for manufacturer errors, which is not part of the expected answer.",variant1_hybrid
q05,IT Helpdesk,Tài khoản bị khóa sau bao nhiêu lần đăng nhập sai?,"Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp. Để mở khóa, liên hệ IT Helpdesk hoặc tự reset qua portal SSO [1].",Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely addresses the question by providing the specific number of failed login attempts that lead to account lockout.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer and provides additional relevant information.,variant1_hybrid
q06,SLA,Escalation trong sự cố P1 diễn ra như thế nào?,"Escalation trong sự cố P1 diễn ra như sau: On-call IT Admin có thể cấp quyền tạm thời (tối đa 24 giờ) sau khi được Tech Lead phê duyệt bằng lời. Sau 24 giờ, phải có ticket chính thức hoặc quyền sẽ bị thu hồi tự động. Tất cả quyền tạm thời phải được ghi log vào hệ thống Security Audit [1].",Ticket P1 tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút sau khi tạo ticket.,5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely explains the escalation process for P1 incidents.,5,Retrieved: 1/1 expected sources,1,"The model answer does not address the automatic escalation of P1 tickets to a Senior Engineer within 10 minutes, which is a key point in the expected answer.",variant1_hybrid
q07,Access Control,Approval Matrix để cấp quyền hệ thống là tài liệu nào?,"Approval Matrix để cấp quyền hệ thống là tài liệu có tên ""Approval Matrix for System Access"" [1].",Tài liệu 'Approval Matrix for System Access' hiện tại có tên mới là 'Access Control SOP' (access-control-sop.md).,5,The answer accurately reflects the name of the document as stated in the retrieved context.,5,The answer directly and completely identifies the document related to the Approval Matrix for system access.,5,Retrieved: 1/1 expected sources,2,The model answer mentions the old name of the document but fails to include the new name 'Access Control SOP'.,variant1_hybrid
q08,HR Policy,Nhân viên được làm remote tối đa mấy ngày mỗi tuần?,"Nhân viên được làm remote tối đa 2 ngày mỗi tuần sau khi hoàn thành thời gian thử việc, và lịch remote phải được phê duyệt bởi Team Lead qua HR Portal [1].","Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần, với điều kiện được Team Lead phê duyệt.",5,The answer accurately reflects the retrieved context regarding remote work conditions for employees after the probation period.,5,The answer directly and completely addresses the question by specifying the maximum number of remote days allowed per week.,5,Retrieved: 1/1 expected sources,5,"The model answer includes all key points from the expected answer, including the maximum number of remote days, the probation period, and the requirement for Team Lead approval.",variant1_hybrid
q09,Insufficient Context,ERR-403-AUTH là lỗi gì và cách xử lý?,Tôi không biết.,"Không tìm thấy thông tin về ERR-403-AUTH trong tài liệu hiện có. Đây có thể là lỗi liên quan đến xác thực (authentication), hãy liên hệ IT Helpdesk.",1,The answer does not provide any relevant information or context related to the questions asked.,1,The answer does not address the question at all.,,No expected sources,1,The model answer does not provide any relevant information or key points regarding the ERR-403-AUTH error.,variant1_hybrid
q10,Refund,"Nếu cần hoàn tiền khẩn cấp cho khách hàng VIP, quy trình có khác không?",Không có thông tin cụ thể nào trong bối cảnh về việc quy trình hoàn tiền khẩn cấp cho khách hàng VIP có khác hay không. Tôi không biết.,"Tài liệu chính sách hoàn tiền không đề cập đến quy trình đặc biệt cho khách hàng VIP. Theo chính sách hiện hành, tất cả yêu cầu hoàn tiền đều theo cùng quy trình tiêu chuẩn trong 3-5 ngày làm việc.",5,The answer accurately reflects the lack of specific information regarding expedited refund processes for VIP customers as stated in the retrieved context.,1,The answer does not address the question at all and provides no relevant information.,5,Retrieved: 1/1 expected sources,1,The model answer does not address the key points from the expected answer and lacks relevant information.,variant1_hybrid
q01,SLA,SLA xử lý ticket P1 là bao lâu?,"SLA xử lý ticket P1 bao gồm các thời gian sau: phản hồi ban đầu trong vòng 15 phút kể từ khi ticket được tạo, xử lý và khắc phục trong vòng 4 giờ. Nếu không có phản hồi trong 10 phút, ticket sẽ tự động được escalate lên Senior Engineer. Thông báo cho stakeholder sẽ được thực hiện ngay khi nhận ticket và cập nhật mỗi 30 phút cho đến khi resolve [1]. 

Sources: [1]",Ticket P1 có SLA phản hồi ban đầu 15 phút và thời gian xử lý (resolution) là 4 giờ.,5,Every claim in the answer is fully supported by the retrieved context regarding the SLA for ticket P1.,5,The answer directly and completely addresses the question by providing specific timeframes for the SLA of P1 tickets.,5,Retrieved: 1/1 expected sources,5,"The model answer covers all key points from the expected answer, including the initial response time and resolution time, while also providing additional relevant details.",variant2_nuanced_abstain
q02,Refund,Khách hàng có thể yêu cầu hoàn tiền trong bao nhiêu ngày?,"Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng [1][2]. 

Sources: [1], [2]",Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,5,The answer accurately reflects the information provided in the retrieved context regarding the timeframe for requesting a refund.,5,The answer directly and completely addresses the question by specifying the time frame for requesting a refund.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer.,variant2_nuanced_abstain
q03,Access Control,Ai phải phê duyệt để cấp quyền Level 3?,"Để cấp quyền Level 3 (Elevated Access), yêu cầu phải được phê duyệt bởi Line Manager, IT Admin và IT Security. Thời gian xử lý cho quyền này là 3 ngày làm việc [1]. 

Sources: [1]","Level 3 (Elevated Access) cần phê duyệt từ Line Manager, IT Admin, và IT Security.",5,The answer accurately reflects the requirements and processing time for Level 3 access as stated in the retrieved context.,5,The answer directly and completely addresses the question by specifying who must approve the Level 3 access.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer regarding the approval required for Level 3 access.,variant2_nuanced_abstain
q04,Refund,Sản phẩm kỹ thuật số có được hoàn tiền không?,"Sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription) không được hoàn tiền. Điều này có nghĩa là khách hàng không thể yêu cầu hoàn tiền cho các sản phẩm này. 

Sources: [1]","Không. Theo chính sách hoàn tiền, sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription) là ngoại lệ không được hoàn tiền.",5,The answer accurately reflects the information in the retrieved context regarding the non-refundable status of digital products.,5,The answer directly and completely addresses the question about the refund policy for digital products.,5,Retrieved: 1/1 expected sources,5,The model answer covers all key points from the expected answer regarding the non-refundable nature of digital products.,variant2_nuanced_abstain
q05,IT Helpdesk,Tài khoản bị khóa sau bao nhiêu lần đăng nhập sai?,"Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp. Để mở khóa, bạn có thể liên hệ IT Helpdesk hoặc tự reset qua portal SSO. 

Sources: [1]",Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,5,The answer accurately reflects the information provided in the retrieved context regarding account lockout and unlocking procedures.,5,The answer directly and completely addresses the question by specifying the number of failed login attempts that lead to account lockout and providing information on how to unlock the account.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer and provides additional relevant information.,variant2_nuanced_abstain
q06,SLA,Escalation trong sự cố P1 diễn ra như thế nào?,"Trong sự cố P1, quy trình escalation diễn ra như sau: Nếu không có phản hồi trong 10 phút, ticket sẽ tự động được escalate lên Senior Engineer. Ngoài ra, engineer phải cập nhật tiến độ lên ticket mỗi 30 phút và nếu cần hỗ trợ thêm, họ có thể escalate ngay lập tức [2][3]. 

Sources: [2], [3]",Ticket P1 tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút sau khi tạo ticket.,5,Every claim in the answer is fully supported by the retrieved context regarding the escalation process for incident P1.,5,The answer directly and completely explains the escalation process in a P1 incident.,5,Retrieved: 1/1 expected sources,5,The model answer covers all key points from the expected answer and provides additional relevant information.,variant2_nuanced_abstain
q07,Access Control,Approval Matrix để cấp quyền hệ thống là tài liệu nào?,"Approval Matrix để cấp quyền hệ thống là tài liệu trước đây có tên ""Approval Matrix for System Access"", hiện được quy định trong tài liệu SOP về kiểm soát truy cập [1]. 

Sources: [1]",Tài liệu 'Approval Matrix for System Access' hiện tại có tên mới là 'Access Control SOP' (access-control-sop.md).,4,"The answer accurately references the previous name of the document and its purpose, but it introduces the term 'SOP' which is not explicitly mentioned in the retrieved context.",5,The answer directly and completely addresses the question by providing the name of the document and its current regulation.,5,Retrieved: 1/1 expected sources,5,"The model answer accurately identifies the previous name of the document and its current name, covering all key points from the expected answer.",variant2_nuanced_abstain
q08,HR Policy,Nhân viên được làm remote tối đa mấy ngày mỗi tuần?,"Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần. Lịch remote phải được Team Lead phê duyệt qua HR Portal. 

Sources: [1]","Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần, với điều kiện được Team Lead phê duyệt.",5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely addresses the question by specifying the maximum number of remote days allowed per week and the approval process.,5,Retrieved: 1/1 expected sources,5,"The model answer includes all key points from the expected answer, specifying the maximum remote days and the requirement for Team Lead approval.",variant2_nuanced_abstain
q09,Insufficient Context,ERR-403-AUTH là lỗi gì và cách xử lý?,"Không đủ dữ liệu để trả lời câu hỏi này. Bạn có thể kiểm tra tài liệu hướng dẫn sử dụng hoặc liên hệ với bộ phận hỗ trợ kỹ thuật để biết thêm thông tin. 

Sources:","Không tìm thấy thông tin về ERR-403-AUTH trong tài liệu hiện có. Đây có thể là lỗi liên quan đến xác thực (authentication), hãy liên hệ IT Helpdesk.",5,Correct abstain — no source exists for this question,5,Correct abstain — no source exists for this question,,No expected sources,3,"The model answer acknowledges the lack of information and suggests contacting support, but it does not explicitly mention the authentication aspect of the error.",variant2_nuanced_abstain
q10,Refund,"Nếu cần hoàn tiền khẩn cấp cho khách hàng VIP, quy trình có khác không?","Quy trình hoàn tiền cho khách hàng VIP không được ghi nhận trong tài liệu. Theo quy trình chung, khách hàng cần gửi yêu cầu qua hệ thống ticket nội bộ với category ""Refund Request"", và CS Agent sẽ xem xét trong vòng 1 ngày làm việc. Nếu đủ điều kiện, yêu cầu sẽ được chuyển sang Finance Team để xử lý trong 3-5 ngày làm việc [2]. Không có quy trình đặc biệt nào được ghi nhận cho khách hàng VIP. 

Sources: [2]","Tài liệu chính sách hoàn tiền không đề cập đến quy trình đặc biệt cho khách hàng VIP. Theo chính sách hiện hành, tất cả yêu cầu hoàn tiền đều theo cùng quy trình tiêu chuẩn trong 3-5 ngày làm việc.",5,"The answer accurately reflects the refund process and conditions outlined in the retrieved context, with no fabricated information.",5,The answer directly addresses the question by explaining that there is no special refund process for VIP customers and outlines the general procedure.,5,Retrieved: 1/1 expected sources,5,"The model answer covers all key points from the expected answer, including the lack of a special process for VIP customers and the standard refund timeline.",variant2_nuanced_abstain
q01,SLA,SLA xử lý ticket P1 là bao lâu?,"SLA xử lý ticket P1 bao gồm phản hồi ban đầu trong vòng 15 phút kể từ khi ticket được tạo và thời gian xử lý và khắc phục là 4 giờ. Nếu không có phản hồi trong 10 phút, ticket sẽ tự động được escalate lên Senior Engineer. Thông báo cho stakeholder sẽ được thực hiện ngay khi nhận ticket và cập nhật mỗi 30 phút cho đến khi resolve [1]. 

Sources: [1]",Ticket P1 có SLA phản hồi ban đầu 15 phút và thời gian xử lý (resolution) là 4 giờ.,5,Every claim in the answer is fully supported by the retrieved context regarding Ticket P1.,5,The answer directly and completely addresses the question by providing specific details about the SLA for P1 tickets.,5,Retrieved: 1/1 expected sources,5,"The model answer covers all key points from the expected answer, including the initial response time and resolution time, while also providing additional relevant information.",variant3_hybrid_nuanced
q02,Refund,Khách hàng có thể yêu cầu hoàn tiền trong bao nhiêu ngày?,"Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng [1][3]. 

Sources: [1], [3]",Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,5,"The answer accurately reflects the condition that customers can request a refund within 7 working days from the order confirmation, as stated in the retrieved context.",5,The answer directly and completely addresses the question by specifying the time frame for requesting a refund.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer.,variant3_hybrid_nuanced
q03,Access Control,Ai phải phê duyệt để cấp quyền Level 3?,"Để cấp quyền Level 3 (Elevated Access), yêu cầu phải được phê duyệt bởi Line Manager, IT Admin và IT Security. Thời gian xử lý cho quyền này là 3 ngày làm việc [2]. 

Sources: [2]","Level 3 (Elevated Access) cần phê duyệt từ Line Manager, IT Admin, và IT Security.",5,The answer accurately reflects the approval process and processing time for Level 3 access as stated in the retrieved context.,5,The answer directly and completely addresses the question by specifying who must approve the Level 3 access.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer regarding the approval required for Level 3 access.,variant3_hybrid_nuanced
q04,Refund,Sản phẩm kỹ thuật số có được hoàn tiền không?,"Sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription) không được hoàn tiền. Điều này có nghĩa là khách hàng không thể yêu cầu hoàn tiền cho các sản phẩm này. 

Sources: [1]","Không. Theo chính sách hoàn tiền, sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription) là ngoại lệ không được hoàn tiền.",5,The answer accurately reflects the information in the retrieved context regarding the non-refundable status of digital products.,5,The answer directly and completely addresses the question about the refund policy for digital products.,5,Retrieved: 1/1 expected sources,5,The model answer covers all key points from the expected answer regarding the non-refundable nature of digital products.,variant3_hybrid_nuanced
q05,IT Helpdesk,Tài khoản bị khóa sau bao nhiêu lần đăng nhập sai?,"Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp. Để mở khóa, bạn có thể liên hệ IT Helpdesk hoặc tự reset qua portal SSO. 

Sources: [1]",Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely addresses the question by providing the specific number of failed login attempts that lead to account lockout and options for unlocking.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer and provides additional relevant information.,variant3_hybrid_nuanced
q06,SLA,Escalation trong sự cố P1 diễn ra như thế nào?,"Trong sự cố P1, quy trình escalation diễn ra như sau: On-call IT Admin có thể cấp quyền tạm thời (tối đa 24 giờ) sau khi được Tech Lead phê duyệt bằng lời. Sau 24 giờ, phải có ticket chính thức hoặc quyền sẽ bị thu hồi tự động. Tất cả quyền tạm thời phải được ghi log vào hệ thống Security Audit [1]. 

Sources: [1]",Ticket P1 tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút sau khi tạo ticket.,5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely explains the escalation process in a P1 incident.,5,Retrieved: 1/1 expected sources,1,The model answer does not address the key point about the automatic escalation of the P1 ticket to a Senior Engineer if there is no response within 10 minutes.,variant3_hybrid_nuanced
q07,Access Control,Approval Matrix để cấp quyền hệ thống là tài liệu nào?,"Tài liệu quy định Approval Matrix để cấp quyền hệ thống là ""it/access-control-sop.md"", trước đây có tên là ""Approval Matrix for System Access"" [1]. 

Sources: [1]",Tài liệu 'Approval Matrix for System Access' hiện tại có tên mới là 'Access Control SOP' (access-control-sop.md).,5,The answer accurately reflects the information from the retrieved context regarding the document's name and its purpose.,5,The answer directly identifies the document related to the Approval Matrix for system access and provides its name and previous title.,5,Retrieved: 1/1 expected sources,5,"The model answer correctly identifies the document as 'Access Control SOP' and mentions its previous name, covering all key points from the expected answer.",variant3_hybrid_nuanced
q08,HR Policy,Nhân viên được làm remote tối đa mấy ngày mỗi tuần?,"Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần. Lịch remote phải được Team Lead phê duyệt qua HR Portal. Ngày onsite bắt buộc là Thứ 3 và Thứ 5 theo lịch team [1]. 

Sources: [1]","Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần, với điều kiện được Team Lead phê duyệt.",5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely addresses the question by specifying the maximum number of remote days allowed per week and the conditions for approval.,5,Retrieved: 1/1 expected sources,5,"The model answer includes all key points from the expected answer, specifying the maximum remote days, the probation period condition, and the requirement for Team Lead approval.",variant3_hybrid_nuanced
q09,Insufficient Context,ERR-403-AUTH là lỗi gì và cách xử lý?,"Không đủ dữ liệu để trả lời câu hỏi này. Bạn có thể tạo một ticket hỗ trợ để được trợ giúp thêm. 

Sources:","Không tìm thấy thông tin về ERR-403-AUTH trong tài liệu hiện có. Đây có thể là lỗi liên quan đến xác thực (authentication), hãy liên hệ IT Helpdesk.",5,Correct abstain — no source exists for this question,5,Correct abstain — no source exists for this question,,No expected sources,3,"The model answer acknowledges the lack of information and suggests creating a support ticket, but it does not explicitly mention the potential authentication issue or the recommendation to contact IT Helpdesk.",variant3_hybrid_nuanced
q10,Refund,"Nếu cần hoàn tiền khẩn cấp cho khách hàng VIP, quy trình có khác không?","Quy trình hoàn tiền cho khách hàng VIP không được ghi nhận trong tài liệu. Theo quy trình hoàn tiền tiêu chuẩn, khách hàng cần gửi yêu cầu qua hệ thống ticket nội bộ với category ""Refund Request"", và nếu đủ điều kiện, yêu cầu sẽ được chuyển sang Finance Team để xử lý trong 3-5 ngày làm việc [2]. Không có quy trình đặc biệt nào được ghi nhận cho khách hàng VIP. 

Sources: [2]","Tài liệu chính sách hoàn tiền không đề cập đến quy trình đặc biệt cho khách hàng VIP. Theo chính sách hiện hành, tất cả yêu cầu hoàn tiền đều theo cùng quy trình tiêu chuẩn trong 3-5 ngày làm việc.",5,The answer accurately reflects the standard refund process as described in the retrieved context and correctly states that there is no special process for VIP customers.,5,The answer directly addresses the question by explaining that there is no special refund process for VIP customers and describes the standard procedure.,5,Retrieved: 1/1 expected sources,5,"The model answer covers all key points from the expected answer, including the lack of a special process for VIP customers and the standard refund process timeline.",variant3_hybrid_nuanced
q01,SLA,SLA xử lý ticket P1 là bao lâu?,"SLA xử lý ticket P1 bao gồm phản hồi ban đầu trong vòng 15 phút kể từ khi ticket được tạo và thời gian xử lý và khắc phục là 4 giờ. Nếu không có phản hồi trong 10 phút, ticket sẽ tự động được escalate lên Senior Engineer. Thông báo cho stakeholder sẽ được thực hiện ngay khi nhận ticket và cập nhật mỗi 30 phút cho đến khi resolve [1][2]. 

Sources: [1], [2]",Ticket P1 có SLA phản hồi ban đầu 15 phút và thời gian xử lý (resolution) là 4 giờ.,5,Every claim in the answer is fully supported by the retrieved context.,5,The answer directly and completely addresses the question by providing specific details about the SLA for P1 tickets.,5,Retrieved: 1/1 expected sources,5,"The model answer covers all key points from the expected answer, including the initial response time and resolution time, while also providing additional relevant information.",variant4_hybrid_rerank
q02,Refund,Khách hàng có thể yêu cầu hoàn tiền trong bao nhiêu ngày?,"Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng [2]. 

Sources: [2]",Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,5,The answer accurately reflects the information provided in the retrieved context regarding the timeframe for requesting a refund.,5,The answer directly and completely addresses the question by specifying the time frame for requesting a refund.,5,Retrieved: 1/1 expected sources,5,The model answer includes all key points from the expected answer.,variant4_hybrid_rerank
